uniqueID,TP.units,TP.value,TN.units,TN.value,PO4.units,PO4.value,NO3NO2.units,NO3NO2.value,DOC.units,DOC.value,DO.units,DO.value,NH3.units,NH3.value
V100008756,,,mg/L,0.4725,,,,,mg/L,0.0105,,,,
V100008757,mg/L,0.01584,,,,,,,,,,,,
V100008758,,,mg/L,0.50356,,,,,,,,,,
V100008759,mg/L,0.01736,,,,,,,,,,,,
V100008760,,,mg/L,0.8302,,,,,,,,,,
V100008761,mg/L,0.06221,,,,,,,,,,,,
V100008762,mg/L,0.046,mg/L,1.024,,,,,,,,,,
V100008763,mg/L,0.0184,,,,,,,,,,,,
V100008764,mg/L,0.02857,,,,,,,,,,,,
V100008765,mg/L,0.016,,,,,,,,,,,,
V100008766,mg/L,0.014,,,,,,,,,,,,
V100008767,mg/L,0.03841,mg/L,0.395,,,,,,,,,,
V100008768,mg/L,0.014,,,,,,,,,,,,
V100008769,mg/L,0.0655,mg/L,1.1315,,,,,,,,,,
V100008771,mg/L,0.052,,,,,,,,,,,,
V100008773,mg/L,0.00875,,,,,,,,,,,,
V100008774,mg/L,0.02196,,,,,,,,,,,,
V100008775,mg/L,0.0375,,,,,,,,,,,,
V100008776,mg/L,0.02585,,,,,,,,,,,,
V100008778,mg/L,0.016,,,,,,,mg/L,0.0072,,,,
V100008779,mg/L,0.07635,,,,,,,,,,,,
V100008781,mg/L,0.021,,,,,,,,,,,,
V100008783,mg/L,0.14733,,,,,,,,,,,,
V100008784,mg/L,0.27101,,,,,,,,,,,,
V100008786,mg/L,0.009,,,,,,,,,,,,
V100008787,mg/L,0.023,,,,,,,,,,,,
V100008788,mg/L,0.241,mg/L,2.254,,,,,,,,,,
V100008789,mg/L,0.09478,,,,,,,,,,,,
V100008790,mg/L,0.107,,,,,,,,,,,,
V100008791,mg/L,0.0325,,,,,,,,,,,,
V100008794,,,mg/L,0.4816,,,,,,,,,,
V100008799,mg/L,0.04684,,,,,,,,,,,,
V100008800,mg/L,0.01244,mg/L,0.62499,,,,,,,,,,
V100008801,mg/L,0.057,mg/L,0.986,,,,,,,,,,
V100008803,mg/L,0.00876,,,,,,,,,,,,
V100008806,mg/L,0.0256,,,,,,,,,,,,
V100008807,mg/L,0.05133,,,,,,,,,,,,
V100008809,mg/L,0.0147,,,,,,,,,,,,
V100008810,mg/L,0.049,mg/L,0.807,,,,,,,,,,
V100008811,mg/L,0.0183,,,,,,,,,,,,
V100008813,mg/L,0.021,mg/L,0.626,,,,,,,,,,
V100008815,mg/L,0.0115,,,,,,,,,,,,
V100008817,mg/L,0.1255,,,,,,,,,,,,
V100008818,,,mg/L,0.447,,,,,mg/L,0.0145,,,,
V100008819,mg/L,0.008,,,,,,,,,,,,
V100008820,mg/L,0.012,,,,,,,,,,,,
V100008821,mg/L,0.10825,,,,,,,,,,,,
V100008822,,,mg/L,0.485,,,,,,,,,,
V100008824,mg/L,0.019,,,,,,,,,,,,
V100008825,mg/L,0.00553,mg/L,0.19163,,,,,,,,,,
V100008826,mg/L,0.023,,,,,,,,,,,,
V100008827,mg/L,0.023,mg/L,0.554,,,,,,,,,,
V100008828,mg/L,0.045,,,,,,,,,,,,
V100008830,mg/L,0.02838,,,,,,,,,,,,
V100008832,mg/L,0.08892,,,,,,,,,,,,
V100008833,mg/L,0.019,,,,,,,,,,,,
V100008834,mg/L,0.02,mg/L,0.474,,,,,,,,,,
V100008835,mg/L,0.01548,,,,,,,,,,,,
V100008836,mg/L,0.059,,,,,,,,,,,,
V100008837,mg/L,0.24543,,,,,,,,,,,,
V100008838,mg/L,0.037,,,,,,,,,,,,
V100008839,mg/L,0.019,,,,,,,,,,,,
V100008841,mg/L,0.02258,,,,,,,,,,,,
V100008842,mg/L,0.057,,,,,,,,,,,,
V100008843,mg/L,0.031,,,,,,,,,,,,
V100008844,mg/L,0.014,,,,,,,,,,,,
V100008845,mg/L,0.338,mg/L,1.012,,,,,,,,,,
V100008846,mg/L,0.02984,,,,,,,,,,,,
V100008847,mg/L,0.02643,,,,,,,,,,,,
V100008848,mg/L,0.01546,,,,,,,,,,,,
V100008850,mg/L,0.0272,,,,,,,,,,,,
V100008851,mg/L,0.0171,,,,,,,,,,,,
V100008852,mg/L,0.05067,,,,,,,,,,,,
V100008853,mg/L,0.606,,,,,,,,,,,,
V100008858,mg/L,0.05862,,,,,,,,,,,,
V100008859,mg/L,0.01462,,,,,,,,,,,,
V100008861,mg/L,0.004,mg/L,0.215,,,,,,,,,,
V100008862,mg/L,0.012,mg/L,0.731,,,,,,,,,,
V100008864,mg/L,0.121,,,,,,,,,,,,
V100008867,mg/L,0.018,,,,,,,,,,,,
V100008868,mg/L,0.012,,,,,,,,,,,,
V100008869,mg/L,0.00967,,,,,,,,,,,,
V100008870,mg/L,0.10371,,,,,,,,,,,,
V100008871,mg/L,0.009,mg/L,0.757,,,,,,,,,,
V100008872,mg/L,0.01256,,,,,,,,,,,,
V100008873,mg/L,0.014,,,,,,,,,,,,
V100008874,mg/L,0.01811,,,,,,,,,,,,
V100008875,mg/L,0.032,,,,,,,,,,,,
V100008877,mg/L,0.008,,,,,,,,,,,,
V100008878,mg/L,0.021,,,,,,,,,,,,
V100008879,mg/L,0.08327,,,,,,,,,,,,
V100008880,mg/L,0.03841,mg/L,0.229,,,,,,,,,,
V100008881,mg/L,0.07114,mg/L,1.071,,,,,,,,,,
V100008882,mg/L,0.03841,mg/L,0.64,,,,,,,,,,
V100008883,mg/L,0.09984,,,,,,,,,,,,
V100008884,mg/L,0.0295,mg/L,0.59667,,,,,,,,,,
V100008885,mg/L,0.01983,,,,,,,,,,,,
V100008886,mg/L,0.01155,,,,,,,,,,,,
V100008887,mg/L,0.01218,,,,,,,,,,,,
V100008888,mg/L,0.03704,,,,,,,,,,,,
V100008889,mg/L,0.02315,,,,,,,,,,,,
V100008890,mg/L,0.01135,,,,,,,,,,,,
V100008891,mg/L,0.03511,,,,,,,,,,,,
V100008892,mg/L,0.024,,,,,,,,,,,,
V100008893,mg/L,0.02657,,,,,,,,,,,,
V100008894,mg/L,0.01444,,,,,,,,,,,,
V100008895,mg/L,0.011,,,,,,,,,,,,
V100008896,mg/L,0.02783,,,,,,,,,,,,
V100008897,mg/L,0.01464,,,,,,,,,,,,
V100008898,mg/L,0.01,,,,,,,,,,,,
V100008899,mg/L,0.014,,,,,,,,,,,,
V100008900,mg/L,0.02075,,,,,,,,,,,,
V100008901,mg/L,0.12455,,,,,,,,,,,,
V100008905,mg/L,0.026,,,,,,,,,,,,
V100008909,mg/L,0.0218,,,,,,,,,,,,
V100008914,mg/L,0.02406,,,,,,,,,,,,
V100008916,mg/L,0.0955,,,,,,,,,,,,
V100008918,mg/L,0.01533,,,,,,,,,,,,
V100008919,mg/L,0.06355,,,,,,,,,,,,
V100008920,mg/L,0.029,mg/L,0.75,,,,,,,,,,
V100008921,mg/L,0.01224,,,,,,,,,,,,
V100008922,mg/L,0.007,mg/L,0.902,,,,,,,,,,
V100008923,mg/L,0.03767,mg/L,0.714,,,,,,,,,,
V100008924,mg/L,0.02833,mg/L,0.76433,,,,,,,,,,
V100008925,mg/L,0.0299,,,,,,,,,,,,
V100008926,mg/L,0.00886,,,,,,,,,,,,
V100008929,,,mg/L,0.72773,,,,,,,,,,
V100008931,mg/L,0.06733,mg/L,1.06111,,,,,,,,,,
V100008932,mg/L,0.0185,mg/L,0.6655,,,,,,,,,,
V100008933,mg/L,0.01714,mg/L,0.54286,,,,,,,,,,
V100008936,mg/L,0.01,mg/L,0.253,,,,,,,,,,
V100008937,mg/L,0.0392,,,,,,,,,,,,
V100008951,mg/L,0.12198,mg/L,0.8845,,,,,,,,,,
V100008952,mg/L,0.0385,mg/L,0.8255,,,,,,,,,,
V100008954,mg/L,0.06088,mg/L,0.90875,,,,,,,,,,
V100008955,mg/L,0.03082,mg/L,0.66974,,,,,,,,,,
V100008956,mg/L,0.05811,mg/L,0.87,,,,,,,,,,
V100008957,mg/L,0.0876,mg/L,1.086,,,,,,,,,,
V100008961,mg/L,0.024,mg/L,0.641,,,,,,,,,,
V100008972,mg/L,0.01,mg/L,0.512,,,,,,,,,,
V100008976,mg/L,0.023,mg/L,0.615,,,,,,,,,,
V100008979,,,mg/L,0.5554,,,,,,,,,,
V100008980,mg/L,0.176,mg/L,2.631,,,,,,,,,,
V100008981,mg/L,0.027,mg/L,0.74,,,,,,,,,,
V100008982,mg/L,0.009,mg/L,0.367,,,,,mg/L,0.00516,,,,
V100008983,mg/L,0.073,mg/L,1.476,,,,,,,,,,
V100008986,mg/L,0.13807,mg/L,1.394,,,,,,,,,,
V100009002,,,mg/L,0.50733,,,,,mg/L,0.00774,,,,
V100009003,,,mg/L,0.57322,,,,,,,,,,
V100009005,mg/L,0.05014,mg/L,1.09143,,,,,,,,,,
V100009006,mg/L,0.041,mg/L,0.805,,,,,,,,,,
V100009008,mg/L,0.0185,mg/L,1.279,,,,,,,,,,
V100009009,mg/L,0.017,mg/L,0.612,,,,,,,,,,
V100009018,mg/L,0.02439,mg/L,0.735,,,,,,,,,,
V100009019,mg/L,0.006,,,,,,,,,,,,
V100009022,mg/L,0.03438,mg/L,0.79292,,,,,,,,,,
V100009023,mg/L,0.165,mg/L,2.105,,,,,,,,,,
V100009024,mg/L,0.074,mg/L,1.372,,,,,,,,,,
V100009025,mg/L,0.039,mg/L,1.36,,,,,,,,,,
V100009028,mg/L,0.01661,mg/L,0.41,,,,,,,,,,
V100009029,mg/L,0.03178,mg/L,0.66111,,,,,,,,,,
V100009031,mg/L,0.025,mg/L,0.54,,,,,,,,,,
V100009032,mg/L,0.07187,mg/L,1.09125,,,,,,,,,,
V100009033,mg/L,0.02794,mg/L,0.46057,,,,,,,,,,
V100009034,mg/L,0.03707,mg/L,0.57867,,,,,,,,,,
V100009037,mg/L,0.03872,mg/L,0.65313,,,,,,,,,,
V100009038,mg/L,0.02877,mg/L,0.55032,,,,,,,,,,
V100009039,mg/L,0.018,mg/L,1.4685,,,,,,,,,,
V100009040,mg/L,0.02375,mg/L,0.4475,,,,,,,,,,
V100009041,mg/L,0.03708,mg/L,0.78846,,,,,,,,,,
V100009044,mg/L,0.10233,mg/L,1.35333,,,,,,,,,,
V100009046,mg/L,0.01107,mg/L,0.29964,,,,,,,,,,
V100009048,mg/L,0.03992,mg/L,0.65463,,,,,,,,,,
V100009049,mg/L,0.041,mg/L,0.967,,,,,,,,,,
V100009056,mg/L,0.01,mg/L,0.776,,,,,,,,,,
V100009058,mg/L,0.013,mg/L,0.485,,,,,,,,,,
V100009060,mg/L,0.009,mg/L,0.244,,,,,,,,,,
V100009061,mg/L,0.01,,,,,,,mg/L,0.0092,,,,
V100009066,,,mg/L,0.84387,,,,,,,,,,
V100009067,mg/L,0.0129,,,,,,,,,,,,
V100009068,mg/L,0.03662,mg/L,0.4425,,,,,,,,,,
V100009069,mg/L,0.01779,mg/L,0.415,,,,,,,,,,
V100009071,mg/L,0.02914,mg/L,0.656,,,,,,,,,,
V100009072,mg/L,0.0197,mg/L,0.44,,,,,,,,,,
V100009075,,,mg/L,0.72,,,,,,,,,,
V100009076,mg/L,0.04215,mg/L,0.71692,,,,,,,,,,
V100009077,mg/L,0.054,mg/L,0.87,,,,,,,,,,
V100009078,mg/L,0.013,mg/L,1.691,,,,,,,,,,
V100009079,mg/L,0.03788,mg/L,0.66286,,,,,,,,,,
V100009080,mg/L,0.04553,mg/L,0.77756,,,,,,,,,,
V100009081,mg/L,0.14452,mg/L,1.15333,,,,,,,,,,
V100009083,mg/L,0.03908,mg/L,0.83,,,,,,,,,,
V100009084,mg/L,0.04175,mg/L,0.62688,,,,,,,,,,
V100009085,mg/L,0.03427,mg/L,0.54467,,,,,,,,,,
V100009086,mg/L,0.0715,mg/L,0.71278,,,,,,,,,,
V100009088,mg/L,0.1317,,,,,,,,,,,,
V100009089,mg/L,0.01488,mg/L,0.325,,,,,,,,,,
V100009090,mg/L,0.0413,mg/L,0.84865,,,,,,,,,,
V100009092,mg/L,0.11117,mg/L,1.045,,,,,,,,,,
V100009093,mg/L,0.0504,mg/L,0.932,,,,,,,,,,
V100009095,mg/L,0.02156,mg/L,0.4422,,,,,,,,,,
V100009096,mg/L,0.0102,,,,,,,,,,,,
V100009097,mg/L,0.005,mg/L,0.232,,,,,,,,,,
V100009098,mg/L,0.01033,mg/L,0.28333,,,,,,,,,,
V100009099,mg/L,0.018,mg/L,0.44375,,,,,,,,,,
V100009100,mg/L,0.01211,mg/L,0.40222,,,,,,,,,,
V100009101,,,mg/L,0.6597,,,,,,,,,,
V100009102,mg/L,0.1594,mg/L,1.804,,,,,,,,,,
V100009103,mg/L,0.11038,mg/L,0.98125,,,,,,,,,,
V100009104,mg/L,0.007,mg/L,0.585,,,,,,,,,,
V100009105,mg/L,0.05843,mg/L,0.85071,,,,,,,,,,
V100009106,mg/L,0.01841,mg/L,0.82176,,,,,,,,,,
V100009107,mg/L,0.01556,mg/L,0.85313,,,,,,,,,,
V100009108,mg/L,0.0214,,,,,,,,,,,,
V100009110,mg/L,0.01,mg/L,0.2,,,,,,,,,,
V100009111,mg/L,0.013,mg/L,0.372,,,,,,,,,,
V100009112,,,,,,,,,mg/L,0.01804,,,,
V100009116,,,mg/L,0.57811,,,,,,,,,,
V100009122,mg/L,0.037,mg/L,0.66,,,,,,,,,,
V100009124,mg/L,0.03431,mg/L,0.61245,,,,,,,,,,
V100009125,mg/L,0.03057,mg/L,0.59286,,,,,,,,,,
V100009126,mg/L,0.01,mg/L,0.516,,,,,,,,,,
V100009127,mg/L,0.00614,mg/L,0.31143,,,,,,,,,,
V100009131,,,,,,,,,mg/L,0.00866,,,,
V100009133,mg/L,0.03,mg/L,4.29,,,,,,,,,,
V100009135,mg/L,0.01048,mg/L,0.86663,,,,,,,,,,
V100009138,mg/L,0.00559,mg/L,0.49933,,,,,mg/L,0.00476,,,,
V100009139,mg/L,0.00606,mg/L,0.53132,,,,,mg/L,0.00684,,,,
V100009140,mg/L,0.01009,mg/L,0.20956,,,,,mg/L,0.0083,,,,
V100009141,mg/L,0.00732,mg/L,0.19878,,,,,mg/L,0.00718,,,,
V100009142,mg/L,0.02052,mg/L,0.31321,,,,,mg/L,0.01797,,,,
V100009143,mg/L,0.03396,mg/L,1.50935,,,,,mg/L,0.02116,,,,
V100009144,mg/L,0.01443,mg/L,0.73976,,,,,mg/L,0.01045,,,,
V100009145,mg/L,0.02042,mg/L,0.58964,,,,,mg/L,1.00E-04,,,,
V100009146,mg/L,0.00947,mg/L,0.42497,,,,,mg/L,0.00509,,,,
V100009148,mg/L,0.00569,mg/L,0.50854,,,,,mg/L,1.00E-04,,,,
V100009149,mg/L,0.00788,mg/L,0.76681,,,,,mg/L,0.01083,,,,
V100009150,mg/L,0.00614,mg/L,0.21283,,,,,mg/L,0.01611,,,,
V100009151,mg/L,0.01131,mg/L,0.38967,,,,,mg/L,0.00333,,,,
V100009152,mg/L,0.01403,mg/L,0.54653,,,,,mg/L,0.01004,,,,
V100009153,,,mg/L,0.417,,,,,,,,,,
V100009154,mg/L,0.00643,mg/L,0.36342,,,,,mg/L,1.00E-04,,,,
V100009155,mg/L,0.01332,mg/L,0.63887,,,,,mg/L,0.00853,,,,
V100009156,mg/L,0.02239,mg/L,0.72556,,,,,mg/L,0.02044,,,,
V100009157,mg/L,0.01525,mg/L,0.82198,,,,,mg/L,0.00899,,,,
V100009158,mg/L,0.01348,mg/L,0.79584,,,,,mg/L,0.0128,,,,
V100009159,mg/L,0.00514,mg/L,0.51768,,,,,mg/L,0.0059,,,,
V100009160,mg/L,0.00258,mg/L,0.1022,,,,,mg/L,0.01206,,,,
V100009161,mg/L,0.013,mg/L,0.5943,,,,,,,,,,
V100009163,mg/L,0.01159,mg/L,0.99135,,,,,,,,,,
V100009164,mg/L,0.00705,mg/L,0.69734,,,,,,,,,,
V100009166,mg/L,0.0139,mg/L,1.27388,,,,,mg/L,0.01323,,,,
V100009169,mg/L,0.0605,,,,,,,,,,,,
V100009171,mg/L,0.0315,,,,,,,,,,,,
V100009172,mg/L,0.02595,mg/L,0.53414,,,,,,,,,,
V100009174,mg/L,0.01357,,,,,,,,,,,,
V100009176,,,mg/L,0.1657,,,,,,,,,,
V100009177,mg/L,0.02329,mg/L,0.37412,,,,,,,,,,
V100009178,mg/L,0.26633,,,,,,,,,,,,
V100009179,mg/L,0.04033,,,,,,,,,,,,
V100009181,mg/L,0.00813,,,,,,,,,,,,
V100009183,mg/L,0.00817,mg/L,0.3884,,,,,,,,,,
V100009184,,,mg/L,0.213,,,,,,,,,,
V100009186,mg/L,0.007,mg/L,0.14,,,,,,,,,,
V100009187,mg/L,0.03229,,,,,,,,,,,,
V100009188,mg/L,0.19264,mg/L,1.58545,,,,,,,,,,
V100009189,mg/L,0.02267,mg/L,0.61583,,,,,,,,,,
V100009190,mg/L,0.00982,,,,,,,,,,,,
V100009192,mg/L,0.00916,,,,,,,,,,,,
V100009193,mg/L,0.009,mg/L,0.478,,,,,,,,,,
V100009194,mg/L,0.016,,,,,,,,,,,,
V100009195,mg/L,0.012,mg/L,0.33,,,,,,,,,,
V100009196,mg/L,0.021,mg/L,0.553,,,,,,,,,,
V100009198,mg/L,0.315,,,,,,,,,,,,
V100009199,mg/L,0.0342,,,,,,,,,,,,
V100009200,,,mg/L,0.8198,,,,,,,,,,
V100009202,mg/L,0.013,mg/L,2.34,,,,,,,,,,
V100009203,mg/L,0.01131,mg/L,0.34881,,,,,,,,,,
V100009204,mg/L,0.01364,,,,,,,,,,,,
V100009205,,,mg/L,0.253,,,,,,,,,,
V100009206,mg/L,0.024,mg/L,0.42,,,,,,,,,,
V100009207,mg/L,0.11367,,,,,,,,,,,,
V100009208,mg/L,0.01036,mg/L,0.23264,,,,,,,,,,
V100009209,mg/L,0.23767,,,,,,,,,,,,
V100009211,mg/L,0.074,mg/L,0.95,,,,,,,,,,
V100009217,,,mg/L,1.68,,,,,,,,,,
V100009218,mg/L,0.10006,,,,,,,,,,,,
V100009221,,,mg/L,0.2695,,,,,,,,,,
V100009222,mg/L,0.00708,mg/L,0.3425,,,,,,,,,,
V100009223,mg/L,0.02645,,,,,,,,,,,,
V100009224,mg/L,0.088,,,,,,,,,,,,
V100009226,mg/L,0.0245,,,,,,,,,,,,
V100009227,mg/L,0.05913,,,,,,,,,,,,
V100009228,mg/L,0.05723,,,,,,,,,,,,
V100009229,mg/L,0.01547,,,,,,,,,,,,
V100009232,mg/L,0.025,mg/L,0.64333,,,,,,,,,,
V100009233,mg/L,0.011,mg/L,0.81,,,,,,,,,,
V100009234,mg/L,0.00885,mg/L,0.26746,,,,,,,,,,
V100009235,mg/L,0.027,mg/L,0.615,,,,,,,,,,
V100009239,mg/L,0.02816,,,,,,,,,,,,
V100009240,mg/L,0.02133,,,,,,,,,,,,
V100009241,mg/L,0.01983,,,,,,,,,,,,
V100009243,mg/L,0.01117,mg/L,0.33,,,,,,,,,,
V100009245,mg/L,0.0225,mg/L,0.43,,,,,,,,,,
V100009246,mg/L,0.0205,,,,,,,,,,,,
V100009247,mg/L,0.12067,,,,,,,,,,,,
V100009248,mg/L,0.033,mg/L,1.18,,,,,,,,,,
V100009249,mg/L,0.02272,mg/L,0.44289,,,,,,,,,,
V100009250,mg/L,0.196,,,,,,,,,,,,
V100009251,mg/L,0.07,mg/L,1.342,,,,,,,,,,
V100009252,,,mg/L,0.47886,,,,,,,,,,
V100009253,mg/L,0.02109,mg/L,0.37344,,,,,,,,,,
V100009256,mg/L,0.0305,mg/L,1.191,,,,,,,,,,
V100009259,mg/L,0.07,mg/L,0.96,,,,,,,,,,
V100009260,mg/L,0.683,,,,,,,,,,,,
V100009261,mg/L,0.024,mg/L,0.787,,,,,,,,,,
V100009263,mg/L,0.016,mg/L,0.36,,,,,,,,,,
V100009264,,,mg/L,0.837,,,,,,,,,,
V100009265,,,mg/L,0.64,,,,,,,,,,
V100009268,mg/L,0.009,mg/L,0.514,,,,,,,,,,
V100009269,,,mg/L,0.289,,,,,,,,,,
V100009270,mg/L,0.084,mg/L,0.93,,,,,,,,,,
V100009271,mg/L,0.032,mg/L,0.541,,,,,,,,,,
V100009279,mg/L,0.038,mg/L,0.33,,,,,,,,,,
V100009287,,,mg/L,0.66875,,,,,,,,,,
V100009290,,,mg/L,0.215,,,,,,,,,,
V100009291,,,mg/L,0.54,,,,,,,,,,
V100009295,,,mg/L,0.7025,,,,,,,,,,
V100009296,,,mg/L,0.3,,,,,,,,,,
V100009297,,,mg/L,0.84667,,,,,,,,,,
V100009298,mg/L,0.011,mg/L,0.445,,,,,,,,,,
V100009299,mg/L,0.06936,mg/L,0.94455,,,,,,,,,,
V100009300,mg/L,0.0407,mg/L,0.855,,,,,,,,,,
V100009301,mg/L,0.02,mg/L,0.55167,,,,,,,,,,
V100009302,mg/L,0.118,mg/L,1.22,,,,,,,,,,
V100009303,mg/L,0.007,mg/L,0.21,,,,,,,,,,
V100009304,mg/L,0.028,mg/L,3.88,,,,,,,,,,
V100009305,mg/L,0.058,mg/L,0.465,,,,,,,,,,
V100009306,mg/L,0.01,,,,,,,,,,,,
V100009312,mg/L,0.124,mg/L,2.26,,,,,,,,,,
V100009313,,,mg/L,1.511,,,,,,,,,,
V100009314,mg/L,0.01,mg/L,0.435,,,,,,,,,,
V100009315,,,mg/L,0.683,,,,,,,,,,
V100009326,mg/L,0.022,mg/L,0.36,,,,,,,,,,
V100009327,,,mg/L,0.274,,,,,,,,,,
V100009332,mg/L,0.011,mg/L,0.27,,,,,,,,,,
V100009333,mg/L,0.00855,mg/L,0.26,,,,,,,,,,
V100009334,mg/L,0.012,mg/L,0.554,,,,,,,,,,
V100009335,mg/L,0.029,mg/L,0.44,,,,,,,,,,
V100009337,mg/L,0.02645,mg/L,0.55636,,,,,,,,,,
V100009338,,,mg/L,0.5885,,,,,,,,,,
V100009339,,,mg/L,0.38,,,,,,,,,,
V100009341,mg/L,0.07,,,,,,,,,,,,
V100009342,,,mg/L,0.35867,,,,,,,,,,
V100009345,mg/L,0.034,mg/L,0.42,,,,,,,,,,
V100009346,mg/L,0.11064,,,,,,,,,,,,
V100009348,mg/L,0.02,,,,,,,,,,,,
V100009349,,,mg/L,0.466,,,,,,,,,,
V100009350,,,mg/L,0.556,,,,,,,,,,
V100009351,mg/L,0.0325,mg/L,1.9655,,,,,,,,,,
V100009352,mg/L,0.018,mg/L,0.4,,,,,,,,,,
V100009353,,,mg/L,0.375,,,,,,,,,,
V100009354,,,mg/L,0.125,,,,,,,,,,
V100009363,,,mg/L,0.40933,,,,,,,,,,
V100009368,mg/L,0.094,mg/L,1.1285,,,,,,,,,,
V100009370,mg/L,0.011,mg/L,0.503,,,,,,,,,,
V100009372,mg/L,0.0275,,,,,,,,,,,,
V100009376,mg/L,0.05404,,,,,,,,,,,,
V100009377,mg/L,0.016,,,,,,,,,,,,
V100009378,mg/L,0.013,mg/L,1.34,,,,,,,,,,
V100009379,mg/L,0.017,mg/L,0.37,,,,,,,,,,
V100009380,mg/L,0.04633,mg/L,0.76333,,,,,,,,,,
V100009382,,,mg/L,1.28,,,,,,,,,,
V100009384,mg/L,0.037,mg/L,1.14,,,,,,,,,,
V100009386,,,mg/L,0.888,,,,,,,,,,
V100009388,mg/L,0.032,mg/L,0.59333,,,,,,,,,,
V100009391,mg/L,0.018,mg/L,0.5,,,,,,,,,,
V100009395,,,mg/L,0.49352,,,,,,,,,,
V100009396,,,mg/L,0.63,,,,,,,,,,
V100009397,mg/L,0.037,mg/L,0.64,,,,,,,,,,
V100009399,mg/L,0.014,mg/L,0.48,,,,,,,,,,
V100009400,mg/L,0.006,,,,,,,,,,,,
V100009402,mg/L,0.00772,mg/L,0.295,,,,,,,,,,
V100009403,mg/L,0.096,mg/L,1.4,,,,,,,,,,
V100009404,mg/L,0.02979,,,,,,,,,,,,
V100009405,mg/L,0.0845,,,,,,,,,,,,
V100009408,mg/L,0.01783,,,,,,,,,,,,
V100009409,mg/L,0.139,,,,,,,,,,,,
V100009410,mg/L,0.01701,mg/L,0.60452,,,,,,,,,,
V100009411,mg/L,0.021,mg/L,0.835,,,,,,,,,,
V100009412,mg/L,0.01683,,,,,,,,,,,,
V100009414,mg/L,0.03033,,,,,,,,,,,,
V100009416,mg/L,0.047,,,,,,,,,,,,
V100009422,mg/L,0.225,,,,,,,,,,,,
V100009424,mg/L,0.08629,,,,,,,,,,,,
V100009427,mg/L,0.454,,,,,,,,,,,,
V100009431,mg/L,0.0595,mg/L,0.775,,,,,,,,,,
V100009432,mg/L,0.00729,mg/L,0.145,,,,,,,,,,
V100009435,mg/L,0.00767,,,,,,,,,,,,
V100009436,mg/L,0.01,mg/L,0.396,,,,,,,,,,
V100009437,mg/L,0.029,mg/L,0.68,,,,,,,,,,
V100009438,mg/L,0.00975,mg/L,0.265,,,,,,,,,,
V100009439,mg/L,0.02,mg/L,0.59,,,,,,,,,,
V100009442,mg/L,0.04233,,,,,,,,,,,,
V100009443,,,mg/L,0.47633,,,,,,,,,,
V100009451,,,mg/L,0.79133,,,,,,,,,,
V100009452,mg/L,0.07755,mg/L,1.07491,,,,,,,,,,
V100009453,mg/L,0.26,,,,,,,,,,,,
V100009454,mg/L,0.2595,mg/L,3.184,,,,,,,,,,
V100009455,,,mg/L,1.48333,,,,,,,,,,
V100009457,mg/L,0.01153,mg/L,0.31333,,,,,,,,,,
V100009458,mg/L,0.031,mg/L,0.264,,,,,,,,,,
V100009459,mg/L,0.01159,mg/L,1.19241,,,,,,,,,,
V100009462,,,mg/L,0.246,,,,,,,,,,
V100009463,,,mg/L,0.325,,,,,,,,,,
V100009464,mg/L,0.01038,,,,,,,,,,,,
V100009466,mg/L,0.01,mg/L,2.49,,,,,,,,,,
V100009467,mg/L,0.0615,,,,,,,,,,,,
V100009468,mg/L,0.025,mg/L,0.42,,,,,,,,,,
V100009469,mg/L,0.05033,mg/L,1.13208,,,,,,,,,,
V100009470,,,mg/L,0.35,,,,,,,,,,
V100009471,mg/L,0.022,mg/L,0.33,,,,,,,,,,
V100009472,mg/L,0.016,mg/L,0.29,,,,,,,,,,
V100009474,mg/L,0.012,mg/L,0.582,,,,,,,,,,
V100009475,mg/L,0.044,mg/L,0.54,,,,,,,,,,
V100009476,mg/L,0.024,mg/L,0.54,,,,,,,,,,
V100009478,mg/L,0.02142,,,,,,,,,,,,
V100009479,mg/L,0.171,,,,,,,,,,,,
V100009482,mg/L,0.068,mg/L,1.1125,,,,,,,,,,
V100009485,mg/L,0.02591,,,,,,,,,,,,
V100009486,,,mg/L,0.242,,,,,,,,,,
V100009487,,,mg/L,1.139,,,,,,,,,,
V100009489,mg/L,0.042,mg/L,3.578,,,,,,,,,,
V100009491,,,mg/L,0.42,,,,,,,,,,
V100009492,,,mg/L,0.70067,,,,,,,,,,
V100009495,mg/L,0.02514,,,,,,,,,,,,
V100009496,mg/L,0.025,mg/L,0.445,,,,,,,,,,
V100009497,mg/L,0.024,mg/L,3.85,,,,,,,,,,
V100009498,mg/L,0.16,mg/L,0.58,,,,,,,,,,
V100009500,mg/L,0.024,mg/L,0.48,,,,,,,,,,
V100009501,mg/L,0.016,mg/L,0.39,,,,,,,,,,
V100009502,mg/L,0.045,mg/L,1.041,,,,,,,,,,
V100009505,mg/L,0.109,mg/L,1.64,,,,,,,,,,
V100009506,mg/L,0.015,mg/L,0.21,,,,,,,,,,
V100009508,mg/L,0.02,mg/L,0.39,,,,,,,,,,
V100009509,mg/L,0.005,mg/L,0.27,,,,,,,,,,
V100009513,mg/L,0.022,mg/L,0.37,,,,,,,,,,
V100009514,mg/L,0.074,mg/L,0.48,,,,,,,,,,
V100009515,mg/L,0.078,mg/L,0.52,,,,,,,,,,
V100009516,mg/L,0.10067,mg/L,1.42333,,,,,,,,,,
